1877489093648753081,1286323264839548934,2025-01-09T22:54:16.000Z,"""RT @katea76: under this albanese labor gov i have received a tax cut, wage rise, local satellite hospital, energy rebate, cheaper medicine,…""", 0
1877489047125242230,1309975225816117248,2025-01-09T22:54:05.000Z,"""RT @texnbob1: @elonmusk Trickle down effect of HORRIFICALLY incompetent leadership results in...DISASTERS like this...""", 0
1877488949750383070,1439272513058529282,2025-01-09T22:53:42.000Z,"""@StockPatternPro WHAT TAX CUT, YOU MORON? 🤡  TRUMP IS GONNA BUY GREENLAND AND THAT IS YOU WHO WILL PAY FOR IT""", 0
1877488896264507585,1077611576272842754,2025-01-09T22:53:29.000Z,"""RT @JoJoFromJerz: His tax cut for the rich saddled our country with the 3rd largest debt increase in our nation’s history and he left offic…""", 1
1877488873103581193,1295529244299321344,2025-01-09T22:53:24.000Z,"""@BSBG0731 Well if you hear ""Major Tax Cut"" for the American people the day after you'll know who's thinking ahead.""", 1
1877488763154162130,38520056,2025-01-09T22:52:57.000Z,"""RT @AndrewW43599783: As we learn an investigation has revealed Loblaw, Sobeys, and Walmart overcharging customers by selling underweighted…""", 1
1877488435373502628,1853047947656593408,2025-01-09T22:51:39.000Z,"""@EricLDaugh The claims are not false. California has a rich history of mismanaging water. Newsome has only made it worse. California voters get what they deserve. Newsome is a terrible governor for everyone but those rich enough to not be affected by his tax and waste policies.""", 0
1877488353974640814,1608311160725446657,2025-01-09T22:51:20.000Z,"""RT @JoJoFromJerz: His tax cut for the rich saddled our country with the 3rd largest debt increase in our nation’s history and he left offic…""", 0
1877488080417874104,1653279235,2025-01-09T22:50:15.000Z,"""RT @TheDemCoalition: This is a great point 👇  Corporations spend big money lobbying against universal healthcare because it saves billions…""", 0
1877487999216193774,1515614556613140485,2025-01-09T22:49:55.000Z,"""RT @UniteSharon: How can the @GOVUK take away the #winterfuelpayment from vulnerable pensioners and leave the super rich completely untouch…""", 0
1877487896384467037,1859706942937059328,2025-01-09T22:49:31.000Z,"""@zarahsultana Cut that crap, all you do is looking for excuses to rip people off, like another tax can stop the “global my arse warming” 🤦‍♂️""", 0
1877487880928367080,1829920234385420288,2025-01-09T22:49:27.000Z,"""RT @TheGreenParty: ""That means we have to tax both rich individuals and multinational companies so that money is available...""  @natalieben…""", 0
