1877488704396177547,1547640283134799874,2025-01-09T22:52:43.000Z,"""RT @HelenKyriakou1: @VABVOX I would venture a guess that President Musk is dreaming up ways to cut more for the middle and lower classes an…""",1
1877488648699990414,2474530737,2025-01-09T22:52:30.000Z,"""@shaun_has_em @SteadyHabs Exactly.   I never claimed it was new.   Saying “aw shucks it’s always existed” and claiming it’s just some leftist take rather than take issue with the affordability crisis or the fact that Poilevres campaign manager is a lobbyist for Loblaws speaks volumes. Trudeau bad tho!""",1
1877488546006663481,3716535739,2025-01-09T22:52:06.000Z,"""RT @INCKerala: Now 16 ultra rich people bought this car in 2024, and together received a tax subsidy of 71.6 Cr at the least, if you don't…""",0
1877488463378825520,338940567,2025-01-09T22:51:46.000Z,"""RT @PeterPaulGuy: 🇮🇪🚨  Foreign wealth from billionaires such as George Soros - Open Society Foundation are funding the unelected and unacco…""",0
1877486386787299830,1609146835,2025-01-09T22:43:31.000Z,"""@labourlewis The rich already pay most tax""",0
1878227994273304904,1062611576790888448,2025-01-11T23:50:24.000Z,"""Incredible news from Seattle, WA🚨🚨the dam is breaking!   TransFamilies, one of the largest “trans rights” lobbying orgs in the US, has just announced they are laying off all paid staff.   @Moms4Liberty  @DIAGdemocrats  @WomenAreReals  @realchrisrufo  @BillboardChris https://t.co/nT1MlAoOnI""",1
1878227974916628671,2627058703,2025-01-11T23:50:19.000Z,"""Mark Zuckerberg is a disgusting and creepy oligarch….. https://t.co/PYV1PXv6Uc""",0
1878227903197876699,529359661,2025-01-11T23:50:02.000Z,"""Pierre Poilievre is openly begging for US Oligarch Elon Musk’s help and promising to open up Canada and its resources to the US.  Poilievre plans to sellout Canada to Trump and his corporate oligarch cabal. https://t.co/bsJz78fmuR https://t.co/SBDmrrbKcF""",1
1878227753746505750,1644833037253767169,2025-01-11T23:49:26.000Z,"""The US is a proud capitalist country until: Insurance companies drop fire protections, billionaire Zios own most of LA’s water, officials pocketed $ for empty reservoir, mayor cut budget for LAFD, corrupt Newsom does 0, developers will profit.  US: But why did communism do this!?""",0
1878954856637190164,1555262609561047040,2025-01-13T23:58:41.000Z,"""California’s DEI “humanism” and Green New Deal environmentalism ensured the cruelest imaginable treatment of thousands of people and unrivaled destruction of the natural ecosystem. https://t.co/xWQvfduvoP""",1
1878954818540273711,1651051229332615168,2025-01-13T23:58:32.000Z,"""DEI efforts NEVER meant people were not hired based on merit. It simply comes down to checking unconscious bias so that nobody is written off for being a non-white straight dude.   You still need the qualifications and skills. Diversity brings innovation. Lack of it, stagnation. https://t.co/cWajuvyEfA""",0
1878954803969376347,1674206896641777672,2025-01-13T23:58:29.000Z,"""Y’all wasn’t crying “DEI” when Black people were…  working y’all farms  raising y’all children  building the White House and the U.S. Capitol  building railroads  …and making America the leading economy in the world""",1
1878954788072874335,1869242059267203072,2025-01-13T23:58:25.000Z,"""How is your DEI mayor of LA working out for you?  Hiring based on skin color, gender quotas, and identity has virtually destroyed this country.  But keep your racism coming because that’s the only thing Patriot Takes has. https://t.co/MigogvlXgp""",1
1878955031824826857,295220884,2025-01-13T23:59:23.000Z,"""Criticizing Karen Bass based on race is nonsense. Protecting Karen Bass based on race is also nonsense. This has nothing to do with DEI, she was elected. And people aren’t criticizing her because she’s black, they’re criticizing her because half of LA burned down on her watch.""",0
1878954976384626780,4842804365,2025-01-13T23:59:10.000Z,"""Don't even feel sorry about it anymore.  DEI should DIE. https://t.co/FN8ezGfgmG""",0
1878954959246635373,1600529678049091585,2025-01-13T23:59:06.000Z,"""@lukepbeasley You didn’t get him you little fembot, everyone is tired of liberal Jewish DEI bullshit, go be offended elsewhere, nobody on here gives a shit""",0
1878954951457882112,54375935,2025-01-13T23:59:04.000Z,"""I am in the process of drafting legislation to ZERO THE BUDGET for the Office of the President of @TAMU if this - and their other leftist, DEI courses - are not terminated.   I’ve had it! https://t.co/Mq9J0gadon""",1
1878954941546725645,1586470247787290624,2025-01-13T23:59:02.000Z,"""Amid Los Angeles’ worst fires in history, the fire department’s diversity chief is under fire herself after a controversial comment surfaced, seemingly defending DEI hiring by shifting blame to victims—sparking widespread backlash. https://t.co/ifyYPnunsr""",1
78954680845488185,1426960989996601344,2025-01-13T23:57:59.000Z,"""Today 6p ET / 3 PT  California FIRES are political because of the failed leftist agenda of DEI and Climate that has been exposed in the charred devastation.  Matt Palumbo, Fox News Contributor, joins to talk about it.  6p ET, click here, click play https://t.co/wt8mYuu99g&amp; https://t.co/wN01ixbeSu""",1
1878954666593235224,799362913307885568,2025-01-13T23:57:56.000Z,"""Amid Los Angeles’ worst fires in history, the fire department’s diversity chief is under fire herself after a controversial comment surfaced, seemingly defending DEI hiring by shifting blame to victims—sparking widespread backlash. https://t.co/ifyYPnunsr""",1
1878954658682814863,711681826201477120,2025-01-13T23:57:54.000Z,"""DEI means people will DIE https://t.co/Uskn0uMMPL""",0
1878954657143554072,702228541379842050,2025-01-13T23:57:54.000Z,"""The question of how exactly the right will deal with climate change disasters when they start hitting is I guess being answered now, which is to argue that they are caused by bad mitigation preparations which is itself caused by affirmative action. Kind of wild, but makes sense.""",1
